"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","dnbr_0006_20070925","ndmi_2006","flow_accumulation"
"384","385",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2002/06/15","35",NA,NA,"35","15",NA,"1987","_40_","40_","75_100","75_100","34.7016202765341, -119.649543306691",549.999326191,9724.99042383,0.619367,0.132480829954147,0.333147956706659,942
"385","386",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2002/06/15","35",NA,NA,"35","15",NA,"1987","_40_","40_","25_75","25_75","34.7009599787189, -119.63325749139",1430.00036868,20225.0061902,0.481767,0.139691552945546,0.3685158360785,13
"386","387",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","DNC","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","M","2007/09/02","45",NA,NA,"45","15",NA,"1988","_40_","40_","25_75","25_75","34.7046753155707, -119.600595674832",329.999317144,4549.99668356,0.22543,0.363131922483444,0.442356618743651,367
"387","388",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","M","2002/06/15","45",NA,NA,"45","25",NA,"1989","_40_","40_","75_100","75_100","34.704248712141, -119.653476814665",739.999835266,17574.9991844,0.791383,0.146082279086113,0.376693930907553,871
"388","389",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","M","2002/06/15","45",NA,NA,"45","25",NA,"1989","_40_","40_","25_75","25_75","34.7058486777523, -119.634356832611",739.99953541,10500.0035696,0.153064,0.56671087940534,0.418465511614916,258
"389","390",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","M","2002/06/15","45",NA,NA,"45","25",NA,"1989","_40_","40_","75_100","75_100","34.7065227522936, -119.63759277934",759.999336155,14225.0075899,0.426049,0.331151764182483,0.438405818602854,15891
"390","391",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","2002/06/15","35",NA,NA,"35","25",NA,"1990","_40_","40_","25_75","25_75","34.6971063260033, -119.635668359219",860.000141007,17850.0119423,0.52876,0.163070860505104,0.36201556248952,911
"391","392",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","2002/06/15","35",NA,NA,"35","25",NA,"1990","_40_","40_","75_100","25_75","34.697064237226, -119.670807853882",959.999945849,19750.0101262,0.873495,0.275019495969727,0.319089728229564,79
"392","393",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","2002/06/15","35",NA,NA,"35","25",NA,"1990","_40_","40_","75_100","75_100","34.7039793324068, -119.654407754313",929.999644342,18650.0045121,0.00244381,0.115295764236223,0.328404089746947,882
"393","394",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2002,6,15,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","P","2002/06/15","35",NA,NA,"35","25",NA,"1990","_40_","40_","75_100","25_75","34.7079416197613, -119.641828899259",830.001939742,16725.0024559,0.784743,0.310490106281481,0.468843167481425,223
"394","395",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00",NA,"65","00","N",NA,"1991","80_01_","01_80","75_100","25_75","34.7036942115142, -119.595355083937",560.00042665,7300.00138181,0.282686,0.379637714889314,0.396158574912278,81
"395","396",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","75_100","1_25","34.697183337114, -119.64544936017",860.002141076,19750.0137073,0.15143,0.434395162955574,0.387518622825232,78
"396","397",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","25_75","1_25","34.7046295486366, -119.652747315155",889.999742403,11074.9983736,0.436101,0.321597337722778,0.308696072012302,20
"397","398",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","75_100","1_25","34.7069034500882, -119.635858340748",995.992656043,14291.367193,0.671042,0.608404407277703,0.48188137241594,15794
"398","399",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","75_100","0","34.7068297019853, -119.638994869536",729.999534744,14199.9859275,0.0767101,0.952001976966858,0.47811756872544,17781
"399","400",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","25_75","0","34.7083304388723, -119.659847346358",620.001129508,11100.0005544,0.965303,0.466182207067807,0.36257790574193,27
"400","401",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2010/07/01","00",NA,"65","00","N",NA,"1992","80_01_","01_80","75_100","1_25","34.7184821316667, -119.679212739611",1440.00046874,20649.9970396,0.916625,0.792627712954646,0.378986359655251,5463
"401","402",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","75_100","75_100","34.6964557273873, -119.661148365194",713.58844494,17905.1110209,0.641184,0.257494690269232,0.305893275186577,2075
"402","403",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","75_100","25_75","34.6974740784537, -119.659814551352",1484.66322637,31154.5788041,0.32921,0.450081717967987,0.341136508080344,880
"403","404",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","25_75","25_75","34.6996581170618, -119.661113582265",831.993078974,19118.2663272,0.547566,0.207997596263886,0.27802935542375,43
"404","405",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","35",NA,NA,"35","15",NA,"1995","_40_","40_","75_100","75_100","34.7153172690722, -119.67437843926",1250.00344874,25668.0765957,0.00333832,0.459442630410194,0.437707940507401,2693
"405","406",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","1_25","1_25","34.6891570385143, -119.585638599533",729.999334853,7750.00853955,0.763917,0.398626942719732,0.323035407203603,31
"406","407",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","1_25","1_25","34.6927862350046, -119.588386098751",1031.64594402,23361.795802,0.382517,0.550072056906564,0.35391989089448,54
"407","408",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","1_25","0","34.6952817349415, -119.625290512642",780.001137259,15449.9995062,0.656649,0.940208410223325,0.437250903727105,380
"408","409",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","25_75","1_25","34.6978914640416, -119.588090194996",660.000031383,8125.00777189,0.173492,0.854659030834834,0.31532526111484,263
"409","410",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","25_75","1_25","34.6989380927997, -119.594324633046",880.000541852,12474.9931204,0.270352,0.503086873463222,0.394560312507358,142
"410","411",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","25_75","0","34.6995288362251, -119.581764602326",710.000433788,11949.9978906,0.258499,1.08872295277459,0.373352128378309,5457
"411","412",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","45","00","N","N","3136","40_01_","01_40","0","0","34.7154318787453, -119.625785285219",1800.00169539,43675.004017,0.429157,0.593602010048926,0.276186840469795,29
"412","413",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","0","34.6942590482835, -119.58628851151",939.999945151,8975.00279007,0.241087,0.85099608451128,0.448727448188854,6
"413","414",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","1_25","34.7014152374581, -119.580842539311",679.999732528,9149.99531143,0.548104,0.715079562531577,0.41053400560026,12880
"414","415",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","1_25","0","34.7022475654341, -119.5794149571",1069.99985094,25025.0100715,0.795417,1.01755257927138,0.35290257462574,60
"415","416",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","1_25","34.705829562156, -119.590383254039",670.000032267,6975.00473044,0.519484,0.606708876788616,0.409305870978045,6
"416","417",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"40",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","55","00","N","N","3137","40_01_","01_40","25_75","1_25","34.7041266074928, -119.583266490422",2100.00180023,41350.0109169,0.197376,0.844596615497102,0.313194955009231,13604
"417","418",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","15","02","3138","_01_","20_","1_25","1_25","34.6968677873663, -119.671962158238",1620.0002773,19899.9961406,0.774557,0.349734629318118,0.108785290175578,1133
"418","419",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"20",0,NA,0,"01",NA,NA,"15",0,NA,"QC","01","01","00",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","2007/09/02","P",NA,NA,0,"WHR_MIX","MHC","4","S","1997/08/28","05","05",NA,"15","15","02","3138","_01_","20_","25_75","1_25","34.7016440264523, -119.667850899854",620.001029675,10200.0064683,0.982125,0.548636771738529,0.216856259788385,14182
"419","420",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","75","00","N","N","3139","80_01_","01_80","25_75","25_75","34.6949136635908, -119.586958016027",890.00074262,18075.0054687,0.424392,0.418267145043328,0.44824347913653,37
"420","421",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","MP",NA,NA,"01",0,"80",0,"01",NA,NA,NA,0,NA,"QC","01","01",NA,0,NA,"CX",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2007,9,2,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2007/09/02","P",NA,"NS",0,"WHR_SHB","MCP","0","X","2007/09/02","00","00","75","00","N","N","3139","80_01_","01_80","75_100","1_25","34.7042188010574, -119.591770833122",480.000323309,8700.0070721,0.285263,0.336478585546667,0.47159906275301,52
